text,intent
tell me how healthy mac and cheese is,"A request to provide nutritional information or health-related details about a specific dish, like shepherd’s pie."
please give me the nutrition facts for chicken parmesan,"A request to provide nutritional information or health-related details about a specific dish, like shepherd’s pie."
how healthy is grilled chicken,"A request to provide nutritional information or health-related details about a specific dish, like shepherd’s pie."
i want to know the nutrition facts for pizza,"A request to provide nutritional information or health-related details about a specific dish, like shepherd’s pie."
do you have nutrition facts for cheerios,"A request to provide nutritional information or health-related details about a specific dish, like shepherd’s pie."
where are the nutrition facts for cheerios,"A request to provide nutritional information or health-related details about a specific dish, like shepherd’s pie."
how nutritious are cheerios,"A request to provide nutritional information or health-related details about a specific dish, like shepherd’s pie."
where on the cheerios box are the nutrition facts,"A request to provide nutritional information or health-related details about a specific dish, like shepherd’s pie."
does the box have nutrition facts for cheerios on it,"A request to provide nutritional information or health-related details about a specific dish, like shepherd’s pie."
what are the nutrition facts for a mcdouble at mcdonalds,"A request to provide nutritional information or health-related details about a specific dish, like shepherd’s pie."
how healthy are lunchables,"A request to provide nutritional information or health-related details about a specific dish, like shepherd’s pie."
what are the nutrition facts for a medium popcorn at the movies,"A request to provide nutritional information or health-related details about a specific dish, like shepherd’s pie."
what's the nutritional info for a subway chicken sandwhich,"A request to provide nutritional information or health-related details about a specific dish, like shepherd’s pie."
what are the nutrition facts for a rodeo cheese burger at burger king,"A request to provide nutritional information or health-related details about a specific dish, like shepherd’s pie."
how healthy is pho,"A request to provide nutritional information or health-related details about a specific dish, like shepherd’s pie."
what's the nutritional value for a pizza lunchable,"A request to provide nutritional information or health-related details about a specific dish, like shepherd’s pie."
how healthy is stax chips,"A request to provide nutritional information or health-related details about a specific dish, like shepherd’s pie."
what's the nutritional info for a cup of noodle soup,"A request to provide nutritional information or health-related details about a specific dish, like shepherd’s pie."
does my calendar have anything for january 1st,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what is there on january 1st on my calendar,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
are there any events on my calendar for january 1st,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what do i have to do on january 1st,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
do i have anything scheduled on january 1st,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what items do i have on my calendar for easter,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
"what do i have on my calendar today, the 3rd","The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
"what've i got set for friday, the 13th, of next year",The user is asking to check the air pressure in their tires and confirm whether it is at an acceptable level.
is my daughter's birthday on my calendar,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
did i had my wife and mine anniversary to my calendar,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
did i put an item on the calendar to get the dog neutered,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
"can you tell me what's on my calendar for march 05, 2019",The user wants to know the recommended or best type of gasoline for their car.
does the calendar already have easter noted on it,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
do i have a note on the calendar for black friday,The user is asking for information about their current geographical location.
what's on my calendar for march 01,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
anything on the schedule for october 14th,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what does my schedule look like for april 1,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
do i have anything to do march 2nd,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what do i have on my calendar for february 8,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
how is my calendar looking for may 6th,"A query to convert measurements, such as pints to quarts or other units."
what do i have planned on my calendar for next sunday,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
do i have anything on my calendar next sunday,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
show me my calendar for next sunday,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
is my calendar free next sunday,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what is on my calendar next sunday,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what do i have scheduled on march 2nd on my calendar,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
are there any events on my calendar for march 2nd,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
have i scheduled anything on march 2nd on my calendar,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
do i have anything on my calendar for march 2nd,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what do i have going on march 2nd on my calendar,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what's happening on may 3rd,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what's in the books for april 30th,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what do i have going on may 4th,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what is on my calander for valentines day,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
on the 26th what is on the table for my calendar,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
when am i next having a meeting in december,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what is currently on my calendar for friday the 1st,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
tell what is showing on my calendar for the 17th of march,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
i wanna know what is currently on my calendar for friday the 1st,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
let me know what is showing on my calendar for the 17th of march,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
please inform me what is showing on my calendar for the 17th of march,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
i must know what is currently on my calendar for friday the 1st,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
i need to know what is currently on my calendar for friday the 1st,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what is showing on my calendar for the 17th of march,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
i gotta know what is currently on my calendar for friday the 1st,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
tell me what is showing on my calendar for the 17th of march,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what do i have scheduled on 3/15,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what do i have planned on 3/15,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what do i have to do on march 2 that's on my calendar,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
tell me what is on my calendar for march 2,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what do i have on my calendar for march 2,"The user is asking for the due date of a specific bill, such as their energy bill."
let me know my march 2 calendar,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what is on march 2 calendar,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what time is my haircut on wednesday,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
do i have any appointments on tuesday,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
can you see whether i have an event called amy's surprise party on my calendar,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
can you tell me what my may 1st will be like according to my calendar,"The user is requesting to book a table at a specific restaurant, specifying details such as the number of people, the time, and the name under which to reserve."
tell me everything on my calendar for may 1,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
remind me of the date of the event called 'anniversary dinner,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what is on my schedule for the day of march 5th,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what do i have scheduled for february 28th,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what events are on my calendar for april 1st,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
is there an event titled anniversary dinner on my calendar,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
tell me if there is an event called annual physical in my calendar,A specific question about how long it will take to receive a replacement credit or debit card after it has been requested.
can you give me an overview of what march 23 will look like for me,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
tell me what my calendar looks like for march 12th,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
check my calendar to see if an event called final exams exists,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what do i have on my calendar for march 11,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
does my calendar include an event called shana's baby shower,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
pull up my calendar and tell me what i have scheduled for march 30,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
do i have anything on my schedule for april 15,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
tell me any events scheduled on my calendar for april 15,"The user is asking about the assistant’s or user’s home environment, specifically regarding pets."
tell me what my calendar looks like for april 13,"The user wants to change the name they use to address the assistant, such as calling it ""Dave."""
what have i got planned for the date of april 23,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
tell me what is on my calendar for april 1,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
"the 21st, what is on my calendar","The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what's on the calendar for march 4th,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what's on my calendar for tuesday,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what's on my calendar for the 18th of march,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
i have what to do on wednesday,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what do i have scheduled for march 2,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
do i have anything on my calendar for may 3,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
i want my schedule for march 2,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
tell me what is on my calendar for may 3,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what's on my schedule for may 3,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
read me my schedule for march 2,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
do i have anything on my schedule for may 3,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
read my appointments for march 2,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what is on my schedule for tomorrow,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
search my calendar for birthday party,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
do i have 30th birthday party on my calendar,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
search my calendar for birthday,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
check my calendar for 30th birthday party,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
check my calendar for saturday,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
tell me what's on the calendar for saturday,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
read my calendar events,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what's on my agenda for tomorrow,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what am i supposed to be doing today,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
what do i have planned for tomorrow,"A request to redeem credit card rewards for cash, travel, or other benefits."
what do i have on my calendar for monday the 1st of march,"The user wants information about events or appointments scheduled on a specific day, such as Tuesday."
book an uber for 6 people to go to the movies,The user wants to know whether their paid time off (PTO) request has been approved or denied.
i need an uber for 6 people to the movies,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
book a 6 person uber to the movies,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need an uber to the movies for me and 5 other people,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i'm going to the movies book an uber for 6 people,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need an uber to take me to the mall,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
are there any ubers available that fit 5 people we are going to wendys,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
call an uber that fits 5 people that are on their way to wendys,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
book an uber suitable for seating 5 individuals and headed for the mall,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
book me an uber to olive garden,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
please book an uber for chima's,"A request to set, update, or modify a reminder, such as reminding the user to call their mom."
call an uber to mark's house,A casual inquiry asking if the assistant has hobbies or interests.
call an uber to mcdonalds,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need an uber for 5 people to go to wendys,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
please order an uber for me to go to the zoo,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
can you please book an uber to the zoo,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
order a large uber for 5 people to the zoo,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
schedule an uber to the bean,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i am in need of an uber to the hospital,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need an uber to times square asap,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need an uber that will accommodate eight people to go to the closest amc theater,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
can i get an uber for five people to go to the national gallery of art,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need to get an uber for three people to go to the zoo,"A casual farewell or goodbye message, indicating the end of the interaction."
i want to get an uber for one person to go to the library,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need an uber that fits ten people to go to chipotle,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
get an uber to take me to my brother's house in mineola,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need an uber for 3 passengers to go to madison square garden,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
get an uber to pick me up at work and take me home,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
we need an uber pool for 2 passengers going to the greenboro airport,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
find an uber xl to take me to the kroger near me,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
find an uber for two passengers we are going to the airport in toledo,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
"i need an uber with a car seat for 2 adults and one child to take us to wilmington, de","A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
get an uber for 4 passengers to get us to the phl airport,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need an uber pool from home in the morning at seven to the capitol building,"A request to review recent financial activity or spending, providing insight into where money has been spent recently."
i need an uber to class tonight on the mainline campus,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
can i get an uber for 2 home,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
can i get an uber to central park for 5,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
can i get a car to the baseball field for 12,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
can i get an uber for 4 to the mall,"This is a query about the next payday, possibly related to their payroll schedule or upcoming payments."
can i get an uber for myself to the grocery store,"A request to book a maintenance appointment, such as an oil change, at the earliest available time."
i need to go to phoenix sky harbor airport using uber,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
can you send me an uber to go to a restaurant in downtown phoenix,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
is there any uber available to take me to the airport,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i want to reserve an uber to go to the airport,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need an uber please,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
help me get an uber to soldier field,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
help me get an uber to ann arbor,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need an uber to the sears tower,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
can you get me an uber to the science museum,"The user wants to change the name they use to address the assistant, such as calling it ""Dave."""
assist me with finding an uber to big ben,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
"book an uber with the destination set to david's house, please","A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need an uber reserved to take me to the restaurant,"A request to update or remove an event from the user’s calendar, such as a field trip."
"i would like an uber going to the train station, please","A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
please book me an uber ride to the stadium,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
can you please reserve my uber to go to devon's seafood restaurant,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
can you please order me an uber to get to jfk international,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
"please book me an uber and enter destination penn station, new york","A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
"make an uber reservation to the ymca, center city, philadelphia, please","A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need an uber to get to dulles airport,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
"i would like an uber going to atlantic city, new jersey","A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need an uber,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
please get me an uber to get to the movies,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i would like to get an uber to the movies,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i would like an uber please,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
am i able to get an uber to the movies,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
can you get me an uber to the movies,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i want an uber,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need an uber to the movies,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
get me an uber,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i would like to request an uber please,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
"uber, i have 3 people who are going to union station","A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need to get 3 riders to union station,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i want to book uber for 3 people to union station,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
3 of us need to get to union station via uber,"A question about the coverage details of the user’s insurance policy, such as what is included or excluded."
can i get an uber to union station for 3 riders,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need an uber to the doctor,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need to catch an uber to cal expo,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
schedule an uber to the mall,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
get me an uber to the napa winery,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
schedule me an uber to my job,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
schedule me an uber to the mall,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
get me an uber to the airport,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
get me an uber to chilis,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
book an uber to school,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
get an uber to the airport,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
ai i need to go to charlies with eight adults can you get uber,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
ai i have 4 people need to get to get me uber,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i am stranded and need uber,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
set me up with an uber,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i will need an uber for 3 to go to jfk airport,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need an uber for 2 for orlando,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
get me an uber for 4 heading to miam,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i will need an uber for 2 people to get to philadelphia,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need to uber somewhere,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
help me get an uber,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
schedule an uber for 3 to go to the airport,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
call an uber for 2 people to go to fourth street live,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i'm going to need an uber to take 4 people to the mall,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
i need an uber for 7 people to go to safire restaurant,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
can you call an uber for 2 to go to proof on main,"A request to schedule a ride with Uber, including details like the number of passengers, time, and destination."
what is 7 x 7,The user is asking for help solving a math problem or equation.
please add 456 and 781 for me,The user is asking for help solving a math problem or equation.
what is 8 factorial,The user is asking for help solving a math problem or equation.
can you tell me what 30% off 279 is,The user is asking for help solving a math problem or equation.
"can you tell me what 30% off 235 is, please",The user is asking for help solving a math problem or equation.
what is the sum of 3 plus 5,The user is asking for help solving a math problem or equation.
"could you tell me what 30% off 235 is, please",The user is asking for help solving a math problem or equation.
can you tell me what 30% off 235 is,The user is asking for help solving a math problem or equation.
"can you tell me what 30% off 279 is, please",The user is asking for help solving a math problem or equation.
what is the sum of 10 plus 5,The user is asking for help solving a math problem or equation.
what is 4 + 4,The user is asking for help solving a math problem or equation.
what is 60 percent off of 350 dollars,The user is asking for help solving a math problem or equation.
what is an 18 percent tip on 20 dollars,The user is asking for help solving a math problem or equation.
what is 25 percent of 6999,The user is asking for help solving a math problem or equation.
can you tell me what is 18 percent of $2500,The user is asking for help solving a math problem or equation.
what is 3/4 of 18,The user is asking for help solving a math problem or equation.
i need to know what is 85% of $1500,The user is asking for help solving a math problem or equation.
what is 20% of a thousand,The user is asking for help solving a math problem or equation.
what is 55 times 300,The user is asking for instructions on jump-starting a car with a dead battery.
what is the square root of 1 million,The user is asking for help solving a math problem or equation.
will you help me with a math problem,The user is asking for help solving a math problem or equation.
can you help me solve a math problem,The user is asking for help solving a math problem or equation.
how to solve this math problem,The user is asking for help solving a math problem or equation.
what is 4 + 7,The user is asking for help solving a math problem or equation.
what is 4 x 4,The user is asking for help solving a math problem or equation.
what is 2 + 2,The user is asking for help solving a math problem or equation.
what is 20+ 5,The user is asking for help solving a math problem or equation.
what is 500 x 25,The user is asking for help solving a math problem or equation.
what is 2+2,The user is asking for help solving a math problem or equation.
what is 10 + 20,The user is asking for help solving a math problem or equation.
what is 22+ 6,The user is asking for help solving a math problem or equation.
what is the square root of 80,The user is asking for help solving a math problem or equation.
what is 5 x 4,The user is asking for help solving a math problem or equation.
what is 15% of 3143,"The user is asking for a recipe to prepare a specific dish, such as cookies."
what is the square root of 10294,The user is asking for help solving a math problem or equation.
how many square feet is a 13 by 74 room,The user is asking for help solving a math problem or equation.
what is three quarters of one sixth,The user is asking for help solving a math problem or equation.
what is 213 times 3,The user is asking for help solving a math problem or equation.
what is the square root of 144,The user is asking for help solving a math problem or equation.
what is the antilog of 365,The user is asking for help solving a math problem or equation.
what is 78 times 85,The user is asking for help solving a math problem or equation.
what is 250 times 118 times 9,The user is asking for help solving a math problem or equation.
what is 78 times 81 minus 5,The user is asking why their credit card was declined or seeking assistance to resolve the issue.
what is 1785 minus 334 minus 87 plus 374 minus 400 plus 17,The user is asking for help solving a math problem or equation.
help me with math,The user is asking for help solving a math problem or equation.
i need you to help me with some math if you can,The user is asking for help solving a math problem or equation.
please help with my math,The user is inquiring about the assistant’s creator or employer.
can you help me do math,The user is asking for help solving a math problem or equation.
can you do a math problem,The user is asking for help solving a math problem or equation.
what is 1 million twelve hundred divided by 400 thousand,The user is asking for help solving a math problem or equation.
what is the square root of 10500,The user is asking for help solving a math problem or equation.
what is 20 times 20 times 30,The user is asking for help solving a math problem or equation.
what is 10 to the 12th power,The user is asking for help solving a math problem or equation.
how much is 50 plus 756,The user is asking for help solving a math problem or equation.
what is 750 divided by 5,The user is asking for help solving a math problem or equation.
if i win 200000 how do i split it 7 ways,The user is asking for help solving a math problem or equation.
what is 900 times 8,The user is asking for help solving a math problem or equation.
can you tell me what 80 divided buy 4 is,The user is asking for help solving a math problem or equation.
560 divided by 3,The user is asking for help solving a math problem or equation.
what is 606 divided by 5,The user is asking for help solving a math problem or equation.
subtract 100 from 12,The user is asking for help solving a math problem or equation.
what is 005 percent of 1 percent,The user is asking for help solving a math problem or equation.
what is the square root of 31,The user is asking for help solving a math problem or equation.
what is six divided by 16,The user is asking for help solving a math problem or equation.
how many times can 12 go into 600,The user is asking for help solving a math problem or equation.
what is the square root of sixteen,The user is asking for help solving a math problem or equation.
what is 562 times 400,The user is asking for help solving a math problem or equation.
add twelve and twelve please,The user is asking for help solving a math problem or equation.
what is 10 + 10,The user is asking for help solving a math problem or equation.
what is the square root of 5,The user is asking for help solving a math problem or equation.
what is 1/2 times 5/8,The user is asking for help solving a math problem or equation.
what is 80980 + 098098 + 80980 + 1243,The user is asking for help solving a math problem or equation.
what is 13 times 45,The user is asking for help solving a math problem or equation.
what is 34 times 80908,The user is asking for help solving a math problem or equation.
what is 90908 divided by 30890,The user is asking for help solving a math problem or equation.
what is 38% of 389209,The user is asking for help solving a math problem or equation.
what is the square root of 66,A request for instructions on how to change or increase the credit limit on their account.
what is 2/3 x 1/9,The user is asking for help solving a math problem or equation.
can you do algebra,The user is asking for help solving a math problem or equation.
what is 1 fifth times 2 fifths,The user is asking for help solving a math problem or equation.
what's 3 plus 3,The user is asking for help solving a math problem or equation.
what's ten times eight,The user is asking for help solving a math problem or equation.
i need to know what 75 plus 43 is,"The user wants to know the fuel efficiency (miles per gallon) of their vehicle, particularly for city driving."
what do you get if you divide 3 by 2,The user is asking for help solving a math problem or equation.
what is the area of a 20 x 20 room,The user is asking for help solving a math problem or equation.
subtract 85 from 997,The user is asking for help solving a math problem or equation.
what is 20 + 20,"The user wants to know the current time in a specific location, often in a different time zone or country."
what is the square root of 2784,"A request for the current timezone of a specified location, helping the user align their plans or understand time differences."
how many times does 8 go into 2000,The user is asking for help solving a math problem or equation.
what is 35 times 23,The user is asking for help solving a math problem or equation.
what is 3 to the 6th power,The user is asking for help solving a math problem or equation.
what is 63 percent of 145,The user is asking for help solving a math problem or equation.
can you calculate 18 divided by 45,The user wants to restore the system or assistant to its factory default settings.
what is the square root of 104,The user is asking for help solving a math problem or equation.
what’s the answer to 5-6=,The user is asking for help solving a math problem or equation.
what is the sum of 8 + 3,The user is asking for help solving a math problem or equation.
please provide the square root of 36,The user is asking for help solving a math problem or equation.
what does 6 x 1 equal,The user is asking for help solving a math problem or equation.
what does 2 + 2 equal,"The user wants to know the current or expected wait time at a specific location, such as a restaurant."
what is 10000 divided by 20,The user is asking for help solving a math problem or equation.
i would like to know what today's date is,"A request to place an order for a specific item, such as more bread."
i need information on today's date,"A request for the current date, often to check the day or align plans."
tell me what date it is please,"A request for the current date, often to check the day or align plans."
tell me what day today is,"A request for the current date, often to check the day or align plans."
can you tell me tomorrow's date,"A request for the current date, often to check the day or align plans."
what is the date for tomorrow,"A request for the current date, often to check the day or align plans."
i would like to know tomorrow's date,"A request for the current date, often to check the day or align plans."
what is the month and day tomorrow,"A request for the current date, often to check the day or align plans."
"in six days, what will it be","A request for the current date, often to check the day or align plans."
what day will it be in fourteen days,"A request for the current date, often to check the day or align plans."
which day will it be five days from now,"A query about the rules for carrying multiple items, such as bags, on a flight."
"after another eight days, what day will it be","A request for the current date, often to check the day or align plans."
what day is it gonna be in twenty-one days,"A request for the current date, often to check the day or align plans."
current date,"A request for the current date, often to check the day or align plans."
what day of the month is it today,"A request for the current date, often to check the day or align plans."
what date is it,"A request for the current date, often to check the day or align plans."
can you tell me the date today,"A request for the current date, often to check the day or align plans."
please share today's date,An affirmative response indicating agreement or confirmation.
