,query,initial label,predicted label
7377,set an alarm for my meeting and another for my phone call,change_speed,alarm
7378,i want an alarm set up,ingredient_substitution,alarm
7394,i want to be woken up at 9 tomorrow,timer,alarm
7396,what is left to do today,todo_list,todo_list_update
7400,is cleaning the kitchen coming up on my list of things i have to do today,todo_list,todo_list_update
7401,do i have cleaning the counters on my to-do list,todo_list,todo_list_update
7402,is cleaning the toilet on my to-do list,todo_list,todo_list_update
7405,is vacuuming on my list of things to do,todo_list,todo_list_update
7406,will an oil change be on my to-do list tomorrow,todo_list,todo_list_update
7412,is taking out the trash on my to do list,todo_list,todo_list_update
7414,read back my to do list,change_user_name,todo_list
7416,i want to know what i have to do,what_can_i_ask_you,todo_list
7422,is fixing mom's kitchen blind on my to do list,todo_list,todo_list_update
7423,check my domestic to do list for carpet cleaning,todo_list,todo_list_update
7425,check my to do list to see if jewelry repair is listed,todo_list,todo_list_update
7426,does my errand list have goodwill on it,todo_list,todo_list_update
7427,can you tell me the items on my to do list,how_old_are_you,todo_list
7428,do i have brush my teeth on my todo list,todo_list,todo_list_update
7429,what chores do i have waiting on my reminder list,todo_list,reminder_update
7430,do i have get an oil change on my todo list,todo_list,todo_list_update
7431,do i already have a task on my todo list to research delaware,todo_list,todo_list_update
7437,is doing my laundry already on my todo list,todo_list,todo_list_update
7440,do i have an item on my todo list related to shopping,sync_device,todo_list_update
7441,are the items on my todo list listed alphabetically,are_you_a_bot,todo_list_update
7442,did i add purchase tickets to the penguin game to my todo list,todo_list,todo_list_update
7443,did i remember to add buy flowers to my chore list today,exchange_rate,shopping_list_update
7444,can you check if i've added an item to throw out the carcasses on my todo list,todo_list,todo_list_update
7448,did i create a task to clean the gutters on my list,todo_list,todo_list_update
7452,do i have a car wash scheduled on my to do list,todo_list,todo_list_update
7453,at what time is laundry on my to do list,todo_list,todo_list_update
7454,have i set aside a time on my to do list to do my taxes,todo_list,todo_list_update
7456,when is babysitting on my to do list,todo_list,todo_list_update
7458,can you please tell me what is on my to-do list,interest_rate,todo_list
7462,"repeat my to do list to me, please",roll_dice,repeat
7463,let's go over the list of items on the to do list just to be sure we got it all,todo_list,todo_list_update
7469,"what do i have to do tomorrow, according to my to-do list",todo_list,todo_list_update
7472,let me know whether folding laundry is on my to do list,todo_list,todo_list_update
7476,can you look to see whether feeding the fish is on my to do list,todo_list,todo_list_update
7477,please let me know if giving the dog a bath is on my list of tasks to complete,todo_list,todo_list_update
7479,what do i have left to do on my to-do list,todo_list,todo_list_update
7480,is changing the water filter on my to do list right now,todo_list,todo_list_update
7482,please inform me of what tasks i have listed on my to do list,todo_list_update,todo_list
7483,look to see if i have folding laundry on my to do list,todo_list,todo_list_update
7486,i need to know if sorting the mail is on my to do list,todo_list,todo_list_update
7488,check my to do list to see if feeding the fish is on it,todo_list,todo_list_update
7489,did i put unpacking groceries on my to do list,todo_list,todo_list_update
7490,will you please go back over everything on my to do list,no,todo_list_update
7492,i need to know if cleaning out the fridge is on my to do list,todo_list,todo_list_update
7493,do i have watering the plants on my to do list,todo_list,todo_list_update
7499,could you change the accent you're using,how_old_are_you,change_accent
7507,use a male voice instead,yes,change_accent
7511,can you switch to the female voice,restaurant_reservation,change_accent
7525,please change to the female voice,tire_pressure,change_accent
7537,i wanna change to the female voice,change_accent,change_ai_name
7539,use a new accent,change_language,change_accent
7545,can you change your accent to the male british one,tire_change,change_accent
7550,speak in a woman's voice,pay_bill,change_accent
7569,set to female voice,tire_change,change_accent
7584,can you swap to male voice,shopping_list_update,change_accent
7588,i want to use the female voice now,tire_change,change_accent
7592,switch over from female to the male voice,change_accent,change_ai_name
7598,where can one receive their w-2 form,travel_alert,w2
7605,how can i get my year end summary for taxes,w2,taxes
7610,a w2 form can be gotten from where,update_playlist,w2
7623,where do i find the irs form that tells me the amount of money i owe them,definition,w2
7627,can you help me find my w-2,vaccines,w2
7632,i need to download my w-2 form,card_declined,w2
7643,where can i get the employment form i need to do my taxes,pin_change,w2
7660,do you know where my w-2 is,payday,w2
7670,locate my w-2 form,oil_change_how,w2
7687,can i get my w-2 online,change_volume,w2
7690,where can i get my w2 forms from,fun_fact,w2
7695,when should i pay my bill by,bill_due,pay_bill
7696,when is my car insurance due,bill_due,insurance
7699,do i pay my rent this week,bill_due,pay_bill
7701,how much is my water bill,bill_due,bill_balance
7703,how much time left to pay my bill,bill_due,bill_balance
7704,what day is my car insurance due,bill_due,insurance
7710,on what day do i pay my car payment,bill_due,pay_bill
7716,how many more days before my verizon bill is due,card_declined,bill_due
7718,what is the due date of my bill,ingredients_list,bill_due
7719,what day is my bill due,calendar,bill_due
7725,can you tell me when my electric bill is due,fun_fact,bill_due
7731,when do i have to pay my water bill by,travel_alert,bill_due
7740,when do i need to pay my annual payment for auto insurance,bill_due,insurance
7746,what is the latest date that i can pay my direct tv bill this month,bill_due,pay_bill
7748,what time do i have to pay z bill,bill_due,pay_bill
7751,how long before my lawn guy bill's due,credit_limit,bill_due
7755,when is my visa due,bill_due,international_visa
7761,when's the next time i have to pay the insurance,bill_due,insurance_change
7766,how do i check when my mortgage is next up for payment,bill_due,payday
7769,do i need to pay my credit card bill already,bill_due,bill_balance
7770,do you know when my next electric bill is due,lost_luggage,bill_due
7772,how do i ascertain when my next insurance payment will be,bill_due,insurance_change
7778,what date is my at&t bill due,last_maintenance,bill_due
7789,how do i find when my cable bill is due,play_music,bill_due
7815,what's the calorie count for tuna casserole,traffic,calories
7818,what's the amount of calories in an cream filled oatmeal cookie,pto_request_status,calories
7823,what's the number of calories in a coke,pto_balance,calories
7824,what are the total calories for two servings of pasta,distance,calories
7850,cookies have how many calories,who_made_you,calories
7867,what is the caloric value of a cookie,order,calories
7874,tell me the amount of calories in muffins,rewards_balance,calories
7876,what amount of calories are in one muffin,pto_used,calories
7880,tell me the calorie content for an apple,calendar,calories
7892,what is the calorie count of an apple,greeting,calories
7923,i need to report a bent card,nutrition_info,damaged_card
7924,"my card split in half, can i report it",maybe,damaged_card
7929,"i cut up the wrong card, please contact the bank and let them know",damaged_card,report_fraud
7930,"i creased my card today, contact the bank",damaged_card,report_fraud
7935,my card got snapped in half,order_checks,damaged_card
7947,my card is not working and i need to let them know,damaged_card,card_declined
7954,my card is too scratched up and i need to report it,food_last,damaged_card
7955,i need to report my bent card,what_are_your_hobbies,damaged_card
7957,call the card company and ask them to replace my card,damaged_card,make_call
7962,my card has been erased and i need to report it,damaged_card,report_lost_card
7968,my card is broken,bill_balance,damaged_card
7969,my card isn't working,damaged_card,card_declined
7972,my card doesn't work anymore,damaged_card,card_declined
7974,"my card needs replaced, i accidentally scraped it",mpg,damaged_card
7978,"my card snapped, can you tell my bank to send a replacement",maybe,damaged_card
7982,my dog ate my credit card and ruined it,what_song,damaged_card
8002,does have good reviews have great reviews,reminder_update,restaurant_reviews
8021,does wendy's have good reviews,change_language,restaurant_reviews
8047,are the reviews for applebee's good,uber,restaurant_reviews
8059,what are the reviews like for la camelia,lost_luggage,restaurant_reviews
8063,at yakamoto how is their sushi,meeting_schedule,restaurant_reviews
8064,what is the sushi like at yakamoto,restaurant_reviews,restaurant_suggestion
8071,does applebees have alright reviews,play_music,restaurant_reviews
8074,what do the ratings say about korean bbq,confirm_reservation,restaurant_reviews
8082,what kind of reviews does wendy's have,calculator,restaurant_reviews
8094,what are reviews for ihop like,whisper_mode,restaurant_reviews
8100,where do i go to find my routing number for southpoint,uber,routing
8108,what's bank of america's routing number,calculator,routing
8139,tell me my bank of america routing number,book_flight,routing
8143,what's the routing number for my checking account,oil_change_when,routing
8157,give me the routing number for my paragon account,shopping_list,routing
8171,what's the routing number for my navy federal account,reminder_update,routing
8174,where do i find the routing number for chase,calendar,routing
8177,where do i find the routing number for navy federal,book_hotel,routing
8179,what's the routing number for my usaa account,schedule_maintenance,routing
8193,would you tell me my routing number,reminder,routing
8211,"what kind of person are you, a cat or dog",do_you_have_pets,what_are_your_hobbies
8212,which food do you give your pets,credit_limit,do_you_have_pets
8214,the pets are all good,where_are_you_from,do_you_have_pets
8247,"imagine you had to pick a preferred animal between cats or dogs, which will you pick",do_you_have_pets,flip_coin
8250,what species of pets do you own,credit_limit,do_you_have_pets
8254,have you any pets,carry_on,do_you_have_pets
8268,i wanna know what kinds of pets you have,jump_start,do_you_have_pets
8270,i must know what kinds of pets you have,car_rental,do_you_have_pets
8277,what are all your pets,what_song,do_you_have_pets
8279,how many pets do you have,w2,do_you_have_pets
8291,what sorts of pets do you own,order_status,do_you_have_pets
8303,i want to find out how do i schedule a meeting,improve_credit_score,schedule_meeting
8304,do you know how do i schedule a meeting,balance,schedule_meeting
8324,schedule a meeting for me,smart_home,schedule_meeting
8329,schedule a meeting with carrie and lisa,tell_joke,schedule_meeting
8351,please help me schedule a meeting with john love at 9 am tomorrow,next_holiday,schedule_meeting
8365,can you schedule a meeting with matt for 3,where_are_you_from,schedule_meeting
8373,set up a meeting with frank at 2pm,play_music,schedule_meeting
8374,are there any open meeting rooms between noon and 1,oil_change_when,meeting_schedule
8375,book me a meeting room for 12pm on february 28th,new_card,schedule_meeting
8385,during afternoon is there a meeting room to use,schedule_meeting,meeting_schedule
8389,check if meeting rooms are free from 6 to 7,schedule_meeting,meeting_schedule
8390,please find out if rooms are free from 1 to 2,schedule_meeting,car_rental
8391,are any rooms free from 12 to 1,schedule_meeting,book_hotel
8392,are there rooms available between 5 and 530,ingredient_substitution,book_hotel
8396,is there a certain type of gas i need to use,next_song,gas_type
8397,i need to know what kind of gas i can use on this car,schedule_meeting,gas_type
8400,i want to know the type of gasoline for this car,interest_rate,gas_type
8428,what gas does that car currently use,gas_type,gas
8430,i wanna know the gas i need to fill this car up with,maybe,gas_type
8445,what sort of fuel does this car take,tire_change,gas_type
8456,look up the type of gas needed for this vehicle,improve_credit_score,gas_type
8463,can i put normal unleaded in this car,pto_used,gas_type
8466,what kind of gas does this car use,lost_luggage,gas_type
8476,which gas grade does this car take,time,gas_type
8481,is there a minimum gas grade this car needs,rollover_401k,gas_type
8494,what do i need to gas up this car,gas_type,gas
8520,what type of plugs do they use in london,cook_time,plug_type
8528,what kind of plug does the country use,reminder_update,plug_type
8533,will i need a socket converter when i go to france,calendar_update,plug_type
8546,do i need a socket converter if i'm going to be in russia,w2,plug_type
8557,tell me the plug type that is used in scotland,restaurant_suggestion,plug_type
8558,should i bring a converter to barcelona,plug_type,measurement_conversion
8568,are socket converters necessary in england,taxes,plug_type
8571,does england require socket converters,travel_notification,plug_type
8572,should i buy a specific plug type when in china,roll_dice,plug_type
8581,should i purchase a new plug converter when in france,timer,plug_type
8592,do i need a socket converter if i'm going to be in eithiopia,how_busy,plug_type
8599,how is the tread on my tires,improve_credit_score,tire_change
8604,how often do tires need changing,w2,tire_change
8611,tell when should i get my tires changed next,spending_history,tire_change
8614,let me know when should i get my tires changed next,routing,tire_change
8619,when am i due for a tire change,bill_due,tire_change
8631,"i replaced my tires yesterday, when should i get new ones",change_language,tire_change
8635,how long until i should have my tires replaced,car_rental,tire_change
8644,"i replaced my tires on may 2, so when should i replace them next",whisper_mode,tire_change
8645,"if i replaced my tires on labor day, when should i next replace them",what_are_your_hobbies,tire_change
8668,"when should i replace my tires next, if i replaced them on january 15, 2018",meal_suggestion,tire_change
8709,what is the equal number of dollars i can exchange for 50 pesos,fun_fact,exchange_rate
8722,what's the currency conversion between usd and yen,current_location,exchange_rate
8728,how many dollars can i exchange for 100000 yen,redeem_rewards,exchange_rate
8737,what is the maximum dollars i can get for 6 yens,expiration_date,exchange_rate
8760,i need to know the conversion for dollars to pesos,order_checks,exchange_rate
8761,can you tell me dollars to franks,pto_request,exchange_rate
8766,how many dollars is one mexican peso,how_busy,exchange_rate
8769,us and mexico exchange rate,travel_suggestion,exchange_rate
8771,what's 10 pounds in dollars,todo_list,exchange_rate
8788,what is the exchange rate between rubles and us dollars,roll_dice,exchange_rate
8803,"what day is our next free day on the calendar, please",next_holiday,calendar
8807,how many more days until my next paid day off,next_holiday,pto_balance
8809,i need to know how long until my next vacation day,next_holiday,pto_balance
8812,when is my next vacation day,next_holiday,pto_balance
8813,what's the time period till our next day off,next_holiday,pto_request
8815,how much longer till the next day off,next_holiday,pto_request
8816,how much time till the next time off,next_holiday,pto_request
8818,when's the next time i get a day off,next_holiday,payday
8820,what's the next day i am scheduled off,next_holiday,pto_request
8824,how many days until my next day off,jump_start,pto_used
8826,when will i get the next holiday with pay,calendar_update,next_holiday
8828,check when the next day is i can go fishing will be,next_holiday,date
8832,when will we next get to stay home from work,next_holiday,pto_request
8834,when's the next time my job'll give me a day to myself,next_holiday,pto_request
8836,let me know when my next day off is,next_holiday,pto_balance
8838,when do i get a day off,next_holiday,pto_request
8840,show me my next day off,next_holiday,pto_balance
8850,find out for me when the next holiday will be,pay_bill,next_holiday
8852,i need to know when the next holiday is,meal_suggestion,next_holiday
8853,when can i expect my next day off,next_holiday,pto_request
8855,do you know the date of my next day off,confirm_reservation,next_holiday
8856,please tell me what the next holiday is,travel_notification,next_holiday
8858,i need to know when my next day off is,next_holiday,pto_request
8862,how long until my next day off,next_holiday,pto_used
8864,what is my next day off,next_holiday,pto_request
8865,whats the next day that i am off,greeting,pto_request
8868,how much longer until my next day off,next_holiday,pto_used
8869,when is my next day off,next_holiday,pto_request
8870,when will i be off again,next_holiday,pto_request
8871,to what extent until the following day away from work,next_holiday,pto_used
8883,when will the day off be,next_holiday,pto_request
8884,i need to know when i get my next day off,next_holiday,pto_request_status
8885,when do i finally get a day off,next_holiday,pto_request
8890,when do i have some time off next,next_holiday,pto_request
8898,please raise the volume to 4,todo_list_update,change_volume
8918,i want you to your volume,measurement_conversion,change_volume
8930,the sound is too low,pto_balance,change_volume
8933,i need you to increase the speaker volume,credit_score,change_volume
8940,can i have my volume increased,spending_history,change_volume
8942,can i increase my volume,repeat,change_volume
8947,i want that volume bumped up to 4,reset_settings,change_volume
8965,turn your voice box down,tire_change,change_volume
8968,please adjust your settings,change_volume,reset_settings
8978,turn volume to the number 4 setting,report_lost_card,change_volume
8981,please make sure the volume is on 4,insurance_change,change_volume
9002,what is the name of your boss,cancel,who_do_you_work_for
9010,are you here to serve me,who_do_you_work_for,greeting
9015,you work for whom,maybe,who_do_you_work_for
9029,are you paid by somebody,flip_coin,who_do_you_work_for
9038,who is the person u work for,travel_notification,who_do_you_work_for
9046,would you say you are working for me,yes,who_do_you_work_for
9060,is there another person you work for,redeem_rewards,who_do_you_work_for
9068,who would you say that you are working for,weather,who_do_you_work_for
9071,who would you say that you are employed by,card_declined,who_do_you_work_for
9079,for what person do you work,whisper_mode,who_do_you_work_for
9096,how high is my credit limit for my target card,credit_limit_change,credit_limit
9105,what's my current spending limit,new_card,credit_limit
9110,what is the spending limit i have,date,credit_limit
9115,how much can i max out on my visa,calculator,credit_limit
9124,tell me the credit on my mastercard,credit_limit,rewards_balance
9155,let me know the credit limit for my credit card,gas_type,credit_limit
9156,how high is my balance on my discovery card,definition,balance
9163,what can i put on my bank of america card,credit_limit,new_card
9164,what's my limit on my amex card,spelling,credit_limit
9180,how high is my credit limit for my chase card,who_do_you_work_for,credit_limit
9183,how high is my credit limit for my citigroup card,plug_type,credit_limit
9184,how high is my credit limit for my bank of america card,improve_credit_score,credit_limit
9202,how long will i have to wait before being seated at the cheese cake factory,transfer,how_busy
9209,how busy will golden corral be at 7:30 tonight,freeze_account,how_busy
9212,would i have to wait long if i want to eat at chili's,uber,how_busy
9214,how much traffic do they get around dinner time,how_busy,traffic
9221,how busy do you expect olive garden to be at 6,meaning_of_life,how_busy
9223,i want a table at texas roadhouse; how long will it be,payday,restaurant_reservation
9229,"around nine, is ambrosio busy",last_maintenance,how_busy
9235,what is the wait time at this restaurant,user_name,how_busy
9271,how busy will chili's be if i go at 6 pm,where_are_you_from,how_busy
9287,would you say that red lobster's pretty buy at noon,how_busy,restaurant_reviews
9291,what's the typical time to eat at red lobster,how_busy,restaurant_suggestion
9295,can i make a reservation for redrobin,spending_history,restaurant_reservation
9296,is it possible to make a reservation at redrobin,accept_reservations,restaurant_reservation
9299,does redrobin do reservations,reminder,accept_reservations
9313,can you make reservations at steak 'n' shake,weather,restaurant_reservation
9317,do they take reservations at olive garden,are_you_a_bot,accept_reservations
9328,does marios in brooklyn take reservations,goodbye,accept_reservations
9329,do you know if bottlenecks takes dinner reservations,timer,restaurant_reservation
9335,can i get a reservation at melting pot tomorrow,accept_reservations,restaurant_reservation
9338,where can i find jimmy john's reservations,accept_reservations,restaurant_reservation
9350,can i make reservations at applebee's or no,whisper_mode,restaurant_reservation
9368,does tartine in san francisco take reservations,reminder,accept_reservations
9370,do they take reservations at state bird,cancel_reservation,accept_reservations
9379,can i make a reservation at chevy's,accept_reservations,restaurant_reservation
9388,do they accept reservations at michael's,weather,accept_reservations
9395,can you find my package in transit,report_fraud,lost_luggage
9397,help me find my package,order_status,lost_luggage
9405,is my order being delivered soon,improve_credit_score,order_status
9409,is my order shown as delivered,restaurant_reviews,order_status
9411,can you tell where my package is,travel_suggestion,order_status
9413,can you find my package,order_status,lost_luggage
9414,can you locate my package,date,order_status
9428,can you update me on my last amazon orders,pin_change,order_status
9431,my order was put in and i was wonder how i can see the status of it,confirm_reservation,order_status
9440,can you help me find my package,order_status,lost_luggage
9455,can you give me a status update on my online order from amazon,direct_deposit,order_status
9459,check up on the status of my online order,car_rental,order_status
9460,online order: status,lost_luggage,order_status
9511,i'm afraid i've forgotten the pin for my 401k account,travel_suggestion,rollover_401k
9514,is there a way to change my pin number for my savings account,distance,pin_change
9518,how do i get a new pin,what_is_your_name,pin_change
9558,i would like to change the pin on my savings account,text,pin_change
9563,"how do i reset my pin number for my account, please",flip_coin,pin_change
9572,help me out with changing this pin number,card_declined,pin_change
9576,i need a reminder for my pin number,pin_change,reminder
9579,i need to reset my pin number,expiration_date,pin_change
9584,can you tell me my password checking account,gas,pin_change
9585,please tell me my pin number for my synovus account,order_status,pin_change
9600,i'm glad i got to talk to you,order,goodbye
9601,nice to speak with you,goodbye,greeting
9619,"great talk, take it easy",goodbye,greeting
9624,goodbye to you,travel_notification,goodbye
9628,i have to say goodbye,change_ai_name,goodbye
9631,thanks for talking,goodbye,thank_you
9632,it was good chatting,goodbye,greeting
9634,always nice to talk to you,goodbye,greeting
9643,take it easy!,goodbye,greeting
9651,"thanks, bye",goodbye,thank_you
9654,i’ll be leaving now,change_language,goodbye
9656,thanks for talking to me,goodbye,thank_you
9662,it was great chatting with you,what_is_your_name,goodbye
9663,it was cool talking with you,uber,greeting
9670,i had fun speaking with you,goodbye,greeting
9672,later!,international_visa,goodbye
9680,buhbye,change_volume,goodbye
9683,nice to see you again,goodbye,greeting
9684,nice to see you,goodbye,greeting
9687,peace out,calendar_update,goodbye
9695,why is there a hold on my american saving bank account,gas,freeze_account
9697,why is there a hold on my capital one checking account,account_blocked,freeze_account
9699,can you tell me why is my bank account frozen,account_blocked,freeze_account
9700,why is there a hold on my edward jones account,user_name,freeze_account
9703,what is the reason for frozen status on my bank account,account_blocked,freeze_account
9704,check for why is my bank account frozen,account_blocked,freeze_account
9706,find out for me why is my bank account frozen,account_blocked,freeze_account
9707,can you find out why is my bank account frozen,account_blocked,freeze_account
9708,why is there a hold on my discover account,account_blocked,freeze_account
9714,why is there a hold on my charles swab account,account_blocked,freeze_account
9716,what's the reason for a hold on my wells fargo account,account_blocked,freeze_account
9717,can you find the reason for the block on my account,tell_joke,account_blocked
9718,"there's a hold on my chase account, but why",account_blocked,freeze_account
9720,why does my credit union account have a hold on it,account_blocked,freeze_account
9722,why am i seeing a hold on my boa account,account_blocked,freeze_account
9728,what was the reason my bank account was frozen,international_visa,freeze_account
9729,who froze my bank account,account_blocked,freeze_account
9730,who can i talk to right away about the current freeze on my account,account_blocked,freeze_account
9732,why is my bank account stopping all transactions from going through,account_blocked,freeze_account
9734,can you find out what triggered a hold on my bank account,account_blocked,freeze_account
9735,can i talk to someone about why there is a hold on my checking account,account_blocked,freeze_account
9736,what caused a freeze to be put on my bank account,account_blocked,freeze_account
9738,is there a reason that my bank account has a freeze on it,account_blocked,freeze_account
9739,what would cause my bank account to be frozen,account_blocked,freeze_account
9742,did i do something to get my bank account frozen,account_blocked,freeze_account
9743,was my bank account frozen for a specific reason,pto_used,freeze_account
9744,why are the funds in my bank account frozen,account_blocked,freeze_account
9747,why is my bank account frozen,account_blocked,freeze_account
9749,can you explain to me why my bank account might be frozen,improve_credit_score,freeze_account
9750,i am very confused about why or how my bank would lock me out of my account,how_old_are_you,account_blocked
9751,why would the bank have frozen my account,account_blocked,freeze_account
9752,do you know why the bank put a hold on my joint checking account,account_blocked,freeze_account
9753,i don't understand why there is a hold on my retirement fund account,account_blocked,freeze_account
9754,can you explain why there is a hold on my savings account,pto_request,freeze_account
9759,i'm confused about the reason for my bank account being frozen,account_blocked,freeze_account
9761,i don't understand why my bank account is frozen right now,account_blocked,freeze_account
9764,i am confused because my account seems to have been blocked for no reason,alarm,account_blocked
9766,how is it possible that my account has been frozen,account_blocked,freeze_account
9767,how come a hold was placed on my 401k account,account_blocked,rollover_401k
9769,"i am unable to complete my order, why could there be a hold on my wells fargo account",account_blocked,card_declined
9770,"was a hold placed on my wells fargo account, and if so why",account_blocked,freeze_account
9771,"in regards to my wells fargo account, why is there a hold",account_blocked,card_declined
9772,why was a hold placed on my wells fargo account,account_blocked,freeze_account
9773,call my bank customer service number,account_blocked,make_call
9776,why did my bank account freeze,account_blocked,freeze_account
9777,why'd they put a freeze on my bank account,account_blocked,freeze_account
9780,i think my account is blocked,shopping_list_update,account_blocked
9782,can you tell me why there's a hold on my mutualone account,account_blocked,freeze_account
9785,my capital one account has a hold; why,account_blocked,card_declined
9786,why does my visa account have a hold on it,account_blocked,card_declined
9787,why am i seeing a hold on my charles schwab account,account_blocked,freeze_account
9789,can you tell me why my bank account is frozen,account_blocked,freeze_account
9799,what is this song,how_busy,what_song
9822,who is this song that's on the stereo,income,what_song
9835,what is the name of the song that's playing on the radio right now,bill_due,what_song
9836,what's the name of the song you're playing,improve_credit_score,what_song
9853,what's the now playing song that we are listening to,pin_change,what_song
9856,what's the song that we are listening at this moment,timer,what_song
9867,i want to know the name of the song that's playing,what_is_your_name,what_song
9870,can you get me the name of this song,report_lost_card,what_song
9873,i need to know what this song is called,transfer,what_song
9893,the song on speaker is what,ingredients_list,what_song
9896,does my usaa card have international transaction fees,balance,international_fees
9903,does my bank of america card have international transaction fees,change_volume,international_fees
9910,are there fees for using my card in tampa,maybe,international_fees
9925,what are the fees to use my card in nigeria,tire_change,international_fees
9946,are there extra fees for using my card in mexico,apr,international_fees
9955,will i be charged if i use the card in australia,repeat,international_fees
9967,are there any international transaction fees associated with my visa card,timer,international_fees
9985,are there international transactions fees for rainbow card,pto_request,international_fees
9987,will i be charged if i use my card in dublin,change_volume,international_fees
9992,will i be charged if i use my card in france,find_phone,international_fees
10000,find the date of the last oil swap for my car,last_maintenance,oil_change_when
10001,what was the date when i last had my car inspected,last_maintenance,date
10006,what date did i last take my car in,meeting_schedule,last_maintenance
10008,when was the last time i changed my oil,last_maintenance,oil_change_when
10017,when did my car get looked at last,thank_you,last_maintenance
10019,what date did i have my oil changed last,last_maintenance,oil_change_when
10020,what day did i change my oil,food_last,last_maintenance
10022,was my last oil change on wednesday,reminder_update,oil_change_when
10023,when was the last time i had an oil change,time,oil_change_when
10025,when was the last time i got my oil changed,last_maintenance,oil_change_when
10030,when did i get my last oil change,last_maintenance,oil_change_when
10041,find out when my most recent oil change occurred,last_maintenance,oil_change_when
10044,i need to know the date of my car's last visit to the shop please,improve_credit_score,last_maintenance
10048,look up the date of my last oil change,last_maintenance,oil_change_when
10051,do you know when my car was last looked at,calories,last_maintenance
10066,what was the date of my last auto appointment,flip_coin,last_maintenance
10073,do you know how long its been since i had my oil changed and a tune up,last_maintenance,oil_change_when
10083,i need to know when i last carried my car to the shop,food_last,last_maintenance
10084,what's the date on which my last oil change occurred,last_maintenance,oil_change_when
10086,can you remind me of when i last had an oil change,last_maintenance,oil_change_when
10088,"search and tell me when my most recent oil change happened, please",last_maintenance,oil_change_how
10094,how long has it been since my last auto maintenance,pto_used,last_maintenance
10102,about how many meetings am i attending between 12 and 3 today,new_card,meeting_schedule
10109,"for today only, how many meetings are with jake",reminder,meeting_schedule
10115,do i have any meetings today between 2 and 3,yes,meeting_schedule
10124,do i have any meetings today between 6 and 7,what_song,meeting_schedule
10129,what is my meeting schedule like for the day,repeat,meeting_schedule
10142,do i have any meeting to go to today,find_phone,meeting_schedule
10150,are there any meetings i have today,jump_start,meeting_schedule
10162,is mr ceo waiting me now,transactions,user_name
10174,are there any meetings on my calendar today,who_made_you,meeting_schedule
10194,what is on my schedule between 10:00 am and 11:00 am,sync_device,schedule_meeting
10198,how do you make chicken noodle casserole,ingredients_list,recipe
10204,what ingredients are found in hunan chicken,tire_change,ingredients_list
10208,give me a list of ingredients needed for pizza dough,taxes,ingredients_list
10217,what would i need if i wanted to make chicken marsala,book_flight,ingredients_list
10226,what all is in gumbo,calculator,ingredients_list
10237,show me the recipe for broccoli cheddar soup,ingredients_list,recipe
10242,what do i need to cook chicken soup,weather,ingredients_list
10253,what should i grab to make a german chocolate cake,ingredients_list,recipe
10258,what do you purchase to put in a shepherd's pie,ingredients_list,nutrition_info
10265,what does it take to make buttermilk pancakes,ingredients_list,recipe
10273,what ingredients are in mashed potatoes,change_volume,ingredients_list
10277,list the ingredients in pizza,ingredient_substitution,ingredients_list
10282,what ingredients go in spaghetti,calendar_update,ingredients_list
10292,"in making an omelette, what ingredients do i need",todo_list,ingredients_list
10294,what ingredients do i need for chicken breast,book_flight,ingredients_list
10301,i need to report some fraudulent card activity,accept_reservations,report_fraud
10306,can you help me with some fraudulent charges on my card,definition,report_fraud
10307,i think i've been the victim of fraud,application_status,report_fraud
10316,i'm reporting fraudelent activity on my card,income,report_fraud
10333,someone misused my card and put fraudulent transactions on it,who_do_you_work_for,report_fraud
10335,"""disable my card account and contact company to report fraudulent activty",change_accent,report_fraud
10345,i think someone stole my card and used it,report_fraud,report_lost_card
10352,report fraudulent activity on my debit card,what_is_your_name,report_fraud
10363,i have detected fraudulent activity on my account,min_payment,report_fraud
10374,how can i report fraudulent charges on my card,pto_balance,report_fraud
10388,there is an unauthorized transaction on my bank of america checking,mpg,report_fraud
10389,i see a purchase on my chase checking that i did not make,report_fraud,spending_history
10396,whats 5 feet in inches,uber,measurement_conversion
10409,"what is 10 ounces in grams, please",make_call,measurement_conversion
10447,what is the proper way to convert centimeters into inches,what_are_your_hobbies,measurement_conversion
10448,how do i convert tablespoons to cups,min_payment,measurement_conversion
10451,how many tablespoons are in three cups,whisper_mode,measurement_conversion
10453,how many quarts are in a gallon,oil_change_when,measurement_conversion
10458,tell me what ten pounds in kilos is,taxes,measurement_conversion
10462,how many miles is five kilometers,whisper_mode,measurement_conversion
10488,how would i go about converting inches to yards,maybe,measurement_conversion
10501,make the lights dimmer please,make_call,change_volume
10505,start my vehicle,smart_home,jump_start
10506,please get my car started before i go out to it,smart_home,jump_start
10518,can you set the temp to 69,international_fees,smart_home
10527,can you turn my lights down just a bit,smart_home,change_volume
10528,will you please get my furnace turned on,greeting,smart_home
10529,can you please dim the lights,smart_home,change_volume
10534,can you get my car started,smart_home,jump_start
10551,dim the main lights please,smart_home,change_volume
10562,switch fan,insurance_change,smart_home
10566,please start my car,smart_home,jump_start
10573,what is the ac temperature,account_blocked,smart_home
10575,can you please help me start the car,smart_home,jump_start
10577,i would appreciate it if you help me turn the car on,smart_home,jump_start
10582,can you please start my car,smart_home,jump_start
10586,turn the lights down,smart_home,change_volume
10593,please check the door to see who is there,smart_home,fun_fact
10602,is it possible to book 10 people from monday to tuesday in manhattan,book_hotel,restaurant_reservation
